return_id,order_id,sku,quantity,return_date,reason,condition_on_return
RET-001949,ORD-011492, stoneware_loaf_tin  ,1,2025-11-02,not as described,resellable
RET-001950,ORD-011493, vh enamel tea towel set  ,1,2025-10-28,changed mind,resellable
RET-001951,ORD-011498,VH-1086,1,2025-11-08,changed mind,opened
RET-001952,ORD-011498,VH-1090,1,2025-12-02,quality issue,opened
RET-001953,ORD-011499,B0HGZ5AHB5,1,2025-11-15,no longer needed,resellable
RET-001954,ORD-011500,B0PB2ANK9N,1,2025-10-18,changed mind,opened
RET-001955,ORD-011501,B0GKGBFV52,1,2025-11-11,changed mind,opened
RET-001956,ORD-011510,B02U1TMWTY,1,2025-11-11,not as described,opened
RET-001957,ORD-011515, stonfryipan ,1,2025-11-25,arrived damaged,damaged
RET-001958,ORD-011523,B0SFE1R7XM,1,2025-11-05,changed mind,resellable
RET-001959,ORD-011537,B06TDAT9ZQ,1,2025-10-10,not as described,opened
RET-001960,ORD-011544,B0TBF17EBH,1,2025-11-29,quality issue,damaged
RET-001961,ORD-011551, cast-iron-casserole-5l ,3,2025-10-21,quality issue,damaged
RET-001962,ORD-011554,B00RADH5S3,1,2025-12-05,not as described,resellable
RET-001963,ORD-011559,B0WXUN8SX9,1,2025-10-24,changed mind,opened
RET-001964,ORD-011566,B0YZNEKZT7,1,2025-12-04,wrong item,resellable
RET-001965,ORD-011571,VH-1092,1,2025-10-26,changed mind,opened
RET-001966,ORD-011574,B04FTSGMDD,2,2025-10-26,changed mind,opened
RET-001967,ORD-011585,VH-1056,1,2025-10-15,changed mind,resellable
RET-001968,ORD-011585,VH-1053,1,2025-10-19,quality issue,damaged
RET-001969,ORD-011602, acaia apron  ,1,2025-11-21,changed mind,resellable
RET-001970,ORD-011604,B0TBF17EBH,2,2025-10-22,arrived damaged,damaged
RET-001971,ORD-011604,B0X3KCJPGM,1,2025-10-16,changed mind,resellable
RET-001972,ORD-011634,B0TBF17EBH,1,2025-11-08,changed mind,resellable
RET-001973,ORD-011636,B0GKVZ8140,1,2025-11-22,no longer needed,resellable
RET-001974,ORD-011638,B0NTQBZ4V2,1,2025-10-17,not as described,resellable
RET-001975,ORD-011640,ceramic dinnr set 12 piece  ,1,2025-11-16,not as described,damaged
RET-001976,ORD-011653,VH-1081,1,2025-11-21,quality issue,damaged
RET-001977,ORD-011672,VH-1039,1,2025-11-09,wrong item,resellable
RET-001978,ORD-011692,B0HK5F3DG1,1,2025-10-31,quality issue,damaged
RET-001979,ORD-011693,slatsalabowl ,1,2025-10-19,not as described,resellable
RET-001980,ORD-011694,melamine-tumbler-set  ,1,2025-11-03,changed mind,resellable
RET-001981,ORD-011705,B0TBF17EBH,3,2025-10-06,wrong item,opened
RET-001982,ORD-011709,B0TBF17EBH,1,2025-11-05,no longer needed,resellable
RET-001983,ORD-011715,B0WXUN8SX9,1,2025-11-13,changed mind,resellable
RET-001984,ORD-011753,B0TBF17EBH,1,2025-11-03,changed mind,opened
RET-001985,ORD-011760,B00RADH5S3,1,2025-11-19,wrong item,resellable
RET-001986,ORD-011761,B044FDSE6A,1,2025-10-31,changed mind,opened
RET-001987,ORD-011764,VH-1019,1,2025-11-25,changed mind,resellable
RET-001988,ORD-011768,ceramic dinnr set 12 piece ,1,2025-11-20,quality issue,damaged
RET-001989,ORD-011770,B0TE7M6JWU,1,2025-11-18,no longer needed,opened
RET-001990,ORD-011770,B04FTSGMDD,1,2025-10-19,changed mind,resellable
RET-001991,ORD-011773,VH-1058,1,2025-11-08,arrived damaged,damaged
RET-001992,ORD-011796,VH-1034,1,2025-10-31,not as described,resellable
RET-001993,ORD-011800,B0NTQBZ4V2,1,2025-11-16,no longer needed,resellable
RET-001994,ORD-011802,VH-1087,1,2025-11-23,no longer needed,resellable
RET-001995,ORD-011814,B0TRA8NLKK,1,2025-10-28,changed mind,resellable
RET-001996,ORD-011824,VH-1101,1,2025-11-10,not as described,opened
RET-001997,ORD-011826,B0L1F47G91,1,2025-10-16,changed mind,resellable
RET-001998,ORD-011829, ceramic-table-runner ,1,2025-10-27,changed mind,opened
RET-001999,ORD-011851, ceramic-frying-pan  ,1,2025-11-03,changed mind,resellable
RET-002000,ORD-011857,B0WXUN8SX9,1,2025-10-19,arrived damaged,damaged
RET-002001,ORD-011865,B0KT4D60ZK,1,2025-10-08,changed mind,opened
RET-002002,ORD-011868,B0WXUN8SX9,1,2025-10-26,changed mind,resellable
RET-002003,ORD-011877,B0WXUN8SX9,1,2025-11-03,changed mind,opened
RET-002004,ORD-011879,terrfryipan ,1,2025-12-01,changed mind,opened
RET-002005,ORD-011880,B0WXUN8SX9,1,2025-12-16,quality issue,opened
RET-002006,ORD-011885,VH-1068,1,2025-10-24,no longer needed,resellable
RET-002007,ORD-011890,B0L1F47G91,2,2025-11-09,changed mind,resellable
RET-002008,ORD-011890,B0X3KCJPGM,1,2025-11-21,changed mind,damaged
RET-002009,ORD-011890,B00RADH5S3,2,2025-10-28,changed mind,opened
RET-002010,ORD-011894,VH-1034,1,2025-10-28,arrived damaged,opened
RET-002011,ORD-011895,B00H6QEFH6,1,2025-10-30,not as described,resellable
RET-002012,ORD-011897,VH-1109,1,2025-10-21,wrong item,resellable
RET-002013,ORD-011898,B0FBSP8LCU,1,2025-11-18,changed mind,resellable
RET-002014,ORD-011901,B0WXUN8SX9,1,2025-11-03,not as described,opened
RET-002015,ORD-011902,B0D27V1BVA,1,2025-10-27,arrived damaged,opened
RET-002016,ORD-011906,B0PFWXAFNA,1,2025-11-05,changed mind,opened
RET-002017,ORD-011906,B0TE7M6JWU,1,2025-11-07,not as described,damaged
RET-002018,ORD-011914,B0WXUN8SX9,1,2025-10-15,not as described,damaged
RET-002019,ORD-011915,B0GQ0AUTHT,1,2025-11-07,arrived damaged,damaged
RET-002020,ORD-011915,B0TBF17EBH,2,2025-10-26,wrong item,resellable
RET-002021,ORD-011917,B0TBF17EBH,1,2025-10-19,no longer needed,resellable
RET-002022,ORD-011923,B0WXUN8SX9,1,2025-12-23,no longer needed,resellable
RET-002023,ORD-011925,B0DUGKZEZ8,1,2025-11-03,changed mind,resellable
RET-002024,ORD-011927,VH-1025,1,2025-12-08,not as described,resellable
RET-002025,ORD-011929,VH-1059,2,2025-10-13,arrived damaged,damaged
RET-002026,ORD-011931,B0M5P2CY7D,1,2025-11-09,not as described,opened
RET-002027,ORD-011931,B00RADH5S3,1,2025-11-06,quality issue,opened
RET-002028,ORD-011942,B0WXUN8SX9,1,2025-10-31,changed mind,resellable
RET-002029,ORD-011959,VH-1059,1,2025-11-07,arrived damaged,damaged
RET-002030,ORD-011962,B0D27V1BVA,1,2025-10-15,changed mind,damaged
RET-002031,ORD-011966,B0C14B2M8L,1,2025-11-11,no longer needed,resellable
RET-002032,ORD-011969,B0WXUN8SX9,1,2025-10-31,changed mind,resellable
RET-002033,ORD-011969,B0ZM4P1CPY,1,2025-11-07,quality issue,resellable
RET-002034,ORD-011973,B0PFWXAFNA,1,2025-10-24,wrong item,resellable
RET-002035,ORD-011977,VH-1009,3,2025-11-17,changed mind,opened
RET-002036,ORD-011979,B0MT6315WC,1,2025-10-14,not as described,opened
RET-002037,ORD-011981,staisteestanmixe  ,1,2025-11-06,arrived damaged,resellable
RET-002038,ORD-011983,B0U862BR2Y,1,2025-11-03,wrong item,resellable
RET-002039,ORD-011983,B0C7PHW57Y,1,2025-10-27,quality issue,damaged
RET-002040,ORD-011993,VH-1075,1,2025-10-09,not as described,damaged
RET-002041,ORD-011997,VH-1057,1,2025-10-30,changed mind,opened
RET-002042,ORD-012000,B0WXUN8SX9,1,2025-12-03,quality issue,damaged
RET-002043,ORD-012003,B00RADH5S3,1,2025-10-20,arrived damaged,damaged
RET-002044,ORD-012004,VH-1020,1,2025-10-31,changed mind,resellable
RET-002045,ORD-012023,VH-1001,1,2025-11-21,arrived damaged,damaged
RET-002046,ORD-012029,B01N7NW7US,1,2025-10-22,arrived damaged,damaged
RET-002047,ORD-012032,VH-1032,1,2025-11-15,no longer needed,opened
RET-002048,ORD-012036,B0PLGQ0WUW,3,2025-11-18,changed mind,resellable
RET-002049,ORD-012041,B00E7ZCXW5,1,2025-11-05,changed mind,opened
RET-002050,ORD-012067,B0R6SMCWAT,1,2025-10-28,not as described,opened
RET-002051,ORD-012072, coppapro ,1,2025-10-21,wrong item,resellable
RET-002052,ORD-012075,VH-1046,1,2025-11-04,wrong item,resellable
RET-002053,ORD-012078,VH-1083,1,2025-11-08,changed mind,opened
RET-002054,ORD-012079,B0KT4D60ZK,1,2025-11-20,quality issue,damaged
RET-002055,ORD-012085,B00LHXS3KS,1,2025-11-03,not as described,resellable
RET-002056,ORD-012086,B00RADH5S3,1,2025-11-17,arrived damaged,damaged
RET-002057,ORD-012107,B0WXUN8SX9,1,2025-11-05,changed mind,opened
RET-002058,ORD-012108,oak_salad_bowl ,1,2025-10-20,changed mind,resellable
RET-002059,ORD-012110,B0JJCQQ73Q,1,2025-11-11,not as described,opened
RET-002060,ORD-012110,B0WXUN8SX9,1,2025-11-17,changed mind,resellable
RET-002061,ORD-012121,B00RADH5S3,1,2025-10-28,not as described,resellable
RET-002062,ORD-012122,B00RADH5S3,1,2025-11-08,no longer needed,resellable
RET-002063,ORD-012129,B0B1RBATAH,1,2025-11-22,no longer needed,resellable
RET-002064,ORD-012142,stneware grill pan ,1,2025-10-11,not as described,resellable
RET-002065,ORD-012143,staisteestanmixe  ,1,2025-10-14,changed mind,opened
RET-002066,ORD-012150,B0XVBEPU7E,1,2025-11-06,not as described,resellable
RET-002067,ORD-012162,B0BW9EFX8S,1,2025-11-03,changed mind,resellable
RET-002068,ORD-012172,B0FBSP8LCU,1,2025-10-18,not as described,resellable
RET-002069,ORD-012174,B0XVBEPU7E,1,2025-11-06,changed mind,opened
RET-002070,ORD-012176,B00LHXS3KS,1,2025-10-23,not as described,resellable
RET-002071,ORD-012178,B0WXUN8SX9,1,2025-11-24,arrived damaged,damaged
RET-002072,ORD-012181,B0ZM4P1CPY,1,2025-10-18,not as described,damaged
RET-002073,ORD-012187,B0QFTM3WML,1,2025-10-27,arrived damaged,damaged
RET-002074,ORD-012189, staisteestanmixe ,1,2025-11-02,quality issue,damaged
RET-002075,ORD-012190,VH-1047,1,2025-11-06,changed mind,resellable
RET-002076,ORD-012194,B0QRL5NZ0E,1,2025-11-06,changed mind,opened
RET-002077,ORD-012199,VH-1027,1,2025-10-16,quality issue,opened
RET-002078,ORD-012201,B0TBF17EBH,1,2025-11-04,changed mind,resellable
RET-002079,ORD-012218,B0NTQBZ4V2,1,2025-11-09,no longer needed,resellable
RET-002080,ORD-012221,B0S1ZHPN2M,1,2025-10-26,changed mind,resellable
RET-002081,ORD-012223,B0DF2MFPCY,2,2025-11-02,changed mind,resellable
RET-002082,ORD-012224,B0WXUN8SX9,1,2025-11-16,wrong item,resellable
RET-002083,ORD-012231,B0MLAXK2E1,1,2025-10-31,wrong item,opened
RET-002084,ORD-012236,B0L1F47G91,2,2025-10-24,quality issue,damaged
RET-002085,ORD-012250,B0WXUN8SX9,1,2025-11-12,changed mind,resellable
RET-002086,ORD-012250,B0SFE1R7XM,1,2025-11-14,wrong item,opened
RET-002087,ORD-012257,B0W3L9K2TT,1,2025-11-13,changed mind,resellable
RET-002088,ORD-012275,B00LHXS3KS,2,2025-10-15,wrong item,resellable
RET-002089,ORD-012275,B0WXUN8SX9,1,2025-10-11,wrong item,resellable
RET-002090,ORD-012276, oak-mug-set ,1,2025-11-02,quality issue,damaged
RET-002091,ORD-012281,B0DF2MFPCY,1,2025-11-09,changed mind,resellable
RET-002092,ORD-012281,B00RADH5S3,1,2025-11-24,changed mind,resellable
RET-002093,ORD-012303,B0WXUN8SX9,1,2025-10-16,arrived damaged,damaged
RET-002094,ORD-012310,B07BFW8H1T,1,2025-11-18,wrong item,resellable
RET-002095,ORD-012320,B0WXUN8SX9,2,2025-11-20,wrong item,opened
RET-002096,ORD-012320,B0TBF17EBH,2,2025-11-07,changed mind,resellable
RET-002097,ORD-012324,B0XS5B40FN,1,2025-11-15,not as described,opened
RET-002098,ORD-012324,B0TBF17EBH,1,2025-11-12,not as described,opened
RET-002099,ORD-012326,B0GQ0AUTHT,1,2025-10-26,no longer needed,resellable
RET-002100,ORD-012329,B0CZC3PXCW,1,2025-10-24,changed mind,opened
RET-002101,ORD-012329,B0PLGQ0WUW,1,2025-10-30,changed mind,opened
RET-002102,ORD-012332,B0NTQBZ4V2,3,2025-10-29,no longer needed,resellable
RET-002103,ORD-012338,B08XCQ8NA9,3,2025-11-02,quality issue,opened
RET-002104,ORD-012354,VH-1053,1,2025-10-13,changed mind,resellable
RET-002105,ORD-012364,B0HC6GKYNZ,1,2025-10-27,no longer needed,opened
RET-002106,ORD-012372,B0PSBKCKDF,1,2025-11-01,changed mind,resellable
RET-002107,ORD-012372,B0PFWXAFNA,1,2025-10-11,quality issue,damaged
RET-002108,ORD-012375,B044FDSE6A,1,2025-10-29,not as described,resellable
RET-002109,ORD-012377,VH-1057,1,2025-11-01,not as described,opened
RET-002110,ORD-012400,vh acacia storage jar  ,1,2025-12-20,changed mind,resellable
RET-002111,ORD-012400,staisteestanmixe  ,1,2025-12-14,not as described,opened
RET-002112,ORD-012403,melamine_muffin_tray ,1,2025-11-11,not as described,opened
RET-002113,ORD-012412,B0QGLWA5EL,1,2025-12-09,changed mind,opened
RET-002114,ORD-012425,B00RADH5S3,1,2025-11-18,no longer needed,resellable
RET-002115,ORD-012428,ceramic nesting bols ,1,2025-11-25,no longer needed,resellable
RET-002116,ORD-012437,B00RADH5S3,1,2025-12-06,no longer needed,resellable
RET-002117,ORD-012448,borosilicate-food-chopper ,1,2025-12-20,changed mind,resellable
RET-002118,ORD-012459,VH-1062,1,2025-11-25,changed mind,resellable
RET-002119,ORD-012490,B0WXUN8SX9,1,2026-01-01,changed mind,resellable
RET-002120,ORD-012490,B0TBF17EBH,1,2025-12-09,changed mind,resellable
RET-002121,ORD-012491,B0W8N8XWYK,1,2026-01-01,not as described,opened
RET-002122,ORD-012493,B0TBXU1FDC,4,2025-11-24,arrived damaged,damaged
RET-002123,ORD-012516,VH-1009,1,2025-11-19,changed mind,resellable
RET-002124,ORD-012523,B0WXUN8SX9,1,2025-12-08,wrong item,resellable
RET-002125,ORD-012527,B077TNVM8B,1,2025-12-02,arrived damaged,damaged
RET-002126,ORD-012537,B00RADH5S3,1,2025-11-21,wrong item,damaged
RET-002127,ORD-012538,B0WXUN8SX9,1,2025-12-10,changed mind,resellable
RET-002128,ORD-012541, vh acacia hand blender ,1,2025-11-20,arrived damaged,opened
RET-002129,ORD-012542,B0WXUN8SX9,1,2025-12-15,changed mind,resellable
RET-002130,ORD-012549,VH-1081,1,2025-11-18,not as described,resellable
RET-002131,ORD-012553,B0G9FTWQ6C,1,2025-12-08,changed mind,resellable
RET-002132,ORD-012559,B00710SNJ5,1,2025-11-16,changed mind,opened
RET-002133,ORD-012570,VH-1030,1,2025-12-01,not as described,opened
RET-002134,ORD-012581,B0WXUN8SX9,1,2025-11-25,wrong item,opened
RET-002135,ORD-012583,B0PLGQ0WUW,1,2025-12-12,wrong item,resellable
RET-002136,ORD-012587,B0HK5F3DG1,1,2025-11-23,arrived damaged,damaged
RET-002137,ORD-012593,B0GEWB7VT5,1,2025-12-06,not as described,opened
RET-002138,ORD-012596,B00RADH5S3,1,2025-12-05,no longer needed,resellable
RET-002139,ORD-012599,B0G9FTWQ6C,1,2025-12-04,not as described,resellable
RET-002140,ORD-012599,B0CZC3PXCW,1,2025-11-15,changed mind,opened
RET-002141,ORD-012604,B0PLGQ0WUW,1,2025-12-08,wrong item,opened
RET-002142,ORD-012610,B0R6SMCWAT,1,2025-11-23,changed mind,opened
RET-002143,ORD-012631,VH-1084,1,2025-12-17,changed mind,resellable
RET-002144,ORD-012645,VH-1057,1,2025-11-22,not as described,resellable
RET-002145,ORD-012646,B0QT3U9PL7,1,2025-11-16,changed mind,opened
RET-002146,ORD-012650,B0WXUN8SX9,1,2025-11-12,not as described,opened
RET-002147,ORD-012659,B0TBF17EBH,2,2025-12-04,changed mind,opened
RET-002148,ORD-012674,VH-1053,2,2025-11-22,quality issue,damaged
RET-002149,ORD-012677,B0WXUN8SX9,1,2025-12-03,quality issue,resellable
RET-002150,ORD-012682,B0QT3U9PL7,1,2025-11-17,not as described,resellable
RET-002151,ORD-012686,B0HC6GKYNZ,1,2025-12-03,changed mind,resellable
RET-002152,ORD-012694,B0ZM4P1CPY,1,2025-11-15,changed mind,resellable
RET-002153,ORD-012700,B07YF2T8JE,1,2025-12-01,no longer needed,resellable
RET-002154,ORD-012702,B0W5BH9XZQ,1,2025-11-12,wrong item,opened
RET-002155,ORD-012711,B069P5PLP6,1,2026-01-04,changed mind,resellable
RET-002156,ORD-012717,B0WXUN8SX9,2,2025-12-10,changed mind,opened
RET-002157,ORD-012722,B0GQ0AUTHT,1,2026-01-23,wrong item,opened
RET-002158,ORD-012723,VH-1101,1,2025-12-01,wrong item,damaged
RET-002159,ORD-012727,B0WXUN8SX9,1,2025-12-10,not as described,resellable
RET-002160,ORD-012728,B0WXUN8SX9,1,2025-11-28,changed mind,resellable
RET-002161,ORD-012755,B0TBF17EBH,1,2025-12-11,wrong item,resellable
RET-002162,ORD-012759,B0X3KCJPGM,1,2025-11-20,changed mind,resellable
RET-002163,ORD-012767,B00RADH5S3,1,2025-12-17,changed mind,resellable
RET-002164,ORD-012768,B00RADH5S3,1,2025-11-27,not as described,opened
RET-002165,ORD-012770,B00RADH5S3,1,2025-12-06,changed mind,resellable
RET-002166,ORD-012773,B06TDAT9ZQ,1,2025-12-24,not as described,opened
RET-002167,ORD-012777,VH-1029,1,2025-12-05,quality issue,damaged
RET-002168,ORD-012782,B02U1TMWTY,1,2025-11-20,no longer needed,resellable
RET-002169,ORD-012782,B0NTQBZ4V2,1,2025-12-01,quality issue,opened
RET-002170,ORD-012814, vh acacia hand blender ,1,2025-12-24,no longer needed,opened
RET-002171,ORD-012827,VH-1009,1,2025-12-09,changed mind,resellable
RET-002172,ORD-012835,B00RADH5S3,1,2025-11-29,quality issue,opened
RET-002173,ORD-012846, vh bamboo storage jar ,1,2025-12-04,no longer needed,resellable
RET-002174,ORD-012855,VH-1046,1,2025-12-14,changed mind,opened
RET-002175,ORD-012868,B0WXUN8SX9,1,2025-11-17,wrong item,resellable
RET-002176,ORD-012875,B0TBF17EBH,1,2025-11-30,arrived damaged,damaged
RET-002177,ORD-012877,B02U1TMWTY,1,2025-12-05,not as described,opened
RET-002178,ORD-012883,B0NUXWWTXM,1,2025-12-05,changed mind,resellable
RET-002179,ORD-012886,B0L1F47G91,1,2025-11-24,changed mind,opened
RET-002180,ORD-012888,VH-1014,1,2025-12-05,not as described,opened
RET-002181,ORD-012889,B0W5BH9XZQ,1,2025-12-04,wrong item,resellable
RET-002182,ORD-012894,B0C14B2M8L,1,2025-11-27,changed mind,damaged
RET-002183,ORD-012913,B00RADH5S3,1,2025-11-23,changed mind,resellable
RET-002184,ORD-012927,VH-1102,1,2025-12-06,not as described,opened
RET-002185,ORD-012929,borosilicate-spatula-set  ,1,2025-11-25,changed mind,resellable
RET-002186,ORD-012942,B0WXUN8SX9,1,2025-11-13,wrong item,resellable
RET-002187,ORD-012943,B0TBF17EBH,1,2025-11-22,changed mind,opened
RET-002188,ORD-012962,B04FTSGMDD,1,2025-12-02,not as described,resellable
RET-002189,ORD-012967,B044FDSE6A,1,2025-11-27,not as described,resellable
RET-002190,ORD-012982,VH-1009,1,2025-12-04,no longer needed,damaged
RET-002191,ORD-012984,B0R6SMCWAT,1,2025-12-12,no longer needed,resellable
RET-002192,ORD-012990,B0ES9828ZD,2,2025-11-30,no longer needed,resellable
RET-002193,ORD-012992,VH-1057,1,2025-12-19,changed mind,damaged
RET-002194,ORD-012992,VH-1091,1,2025-11-25,changed mind,opened
RET-002195,ORD-013007,VH-1001,1,2025-11-29,no longer needed,resellable
RET-002196,ORD-013016,VH-1019,2,2025-12-13,wrong item,resellable
RET-002197,ORD-013035,B0C14B2M8L,1,2025-12-22,arrived damaged,damaged
RET-002198,ORD-013036,B08XCQ8NA9,1,2025-12-17,not as described,resellable
RET-002199,ORD-013039,B0TBXU1FDC,1,2025-12-14,quality issue,opened
RET-002200,ORD-013039,B0TBF17EBH,1,2025-12-04,changed mind,resellable
RET-002201,ORD-013040,B01V4ZLB05,1,2025-12-13,wrong item,resellable
RET-002202,ORD-013042,B0XDTY1E1W,1,2025-12-14,changed mind,resellable
RET-002203,ORD-013042,B00RADH5S3,1,2025-11-23,wrong item,opened
RET-002204,ORD-013060,B0W3L9K2TT,1,2025-11-21,no longer needed,resellable
RET-002205,ORD-013063,VH-1046,1,2025-11-23,wrong item,resellable
RET-002206,ORD-013073,B0WXUN8SX9,1,2025-12-10,changed mind,opened
RET-002207,ORD-013081,B0SFE1R7XM,1,2025-12-06,changed mind,resellable
RET-002208,ORD-013084,B00RADH5S3,1,2025-11-08,arrived damaged,opened
RET-002209,ORD-013086,B0WXUN8SX9,2,2025-11-28,arrived damaged,damaged
RET-002210,ORD-013094,B0PFWXAFNA,1,2025-12-14,wrong item,resellable
RET-002211,ORD-013096,B0WXUN8SX9,1,2025-12-18,changed mind,resellable
RET-002212,ORD-013101,staisteestanmixe  ,3,2025-12-06,no longer needed,opened
RET-002213,ORD-013108,B0R6SMCWAT,1,2025-11-29,changed mind,resellable
RET-002214,ORD-013109,B0SFE1R7XM,1,2025-12-01,no longer needed,resellable
RET-002215,ORD-013137, cermic pasta bowl set ,1,2025-12-10,no longer needed,resellable
RET-002216,ORD-013155,B0PB2ANK9N,1,2025-11-28,not as described,resellable
RET-002217,ORD-013156,B0XDTY1E1W,1,2025-12-03,changed mind,resellable
RET-002218,ORD-013161,VH-1057,1,2025-11-27,no longer needed,resellable
RET-002219,ORD-013173,B0U862BR2Y,1,2025-12-18,not as described,resellable
RET-002220,ORD-013177,B04Z01TQC9,1,2025-11-28,not as described,opened
RET-002221,ORD-013183,B00RADH5S3,1,2025-12-27,changed mind,damaged
RET-002222,ORD-013186,B0PFWXAFNA,1,2025-12-02,changed mind,opened
RET-002223,ORD-013192,B0WXUN8SX9,1,2025-11-17,no longer needed,resellable
RET-002224,ORD-013215,VH-1057,1,2025-11-29,changed mind,resellable
RET-002225,ORD-013230,B0MLAXK2E1,1,2025-12-06,arrived damaged,damaged
RET-002226,ORD-013234,VH-1009,1,2025-11-29,arrived damaged,damaged
RET-002227,ORD-013235,B00710SNJ5,1,2025-12-08,quality issue,damaged
RET-002228,ORD-013240,B0WXUN8SX9,1,2025-12-08,arrived damaged,damaged
RET-002229,ORD-013243,B0GQ0AUTHT,1,2025-12-21,changed mind,resellable
RET-002230,ORD-013266,B04BS1RFN3,1,2026-01-01,no longer needed,resellable
RET-002231,ORD-013269,B0WXUN8SX9,1,2025-11-26,wrong item,resellable
RET-002232,ORD-013273,B0R6SMCWAT,1,2025-12-23,changed mind,resellable
RET-002233,ORD-013286, ceramic dinnr set 12 piece ,1,2025-12-12,quality issue,damaged
RET-002234,ORD-013296,B07BFW8H1T,1,2025-11-24,no longer needed,resellable
RET-002235,ORD-013321,B0L1F47G91,1,2025-11-25,not as described,resellable
RET-002236,ORD-013324,B04BS1RFN3,1,2025-12-14,arrived damaged,damaged
RET-002237,ORD-013331,B00RADH5S3,1,2025-12-16,quality issue,damaged
RET-002238,ORD-013347,B0WXUN8SX9,1,2025-12-07,arrived damaged,opened
RET-002239,ORD-013363,B0YMGZD1WQ,1,2025-12-06,wrong item,resellable
RET-002240,ORD-013373,B00RADH5S3,1,2025-11-19,wrong item,resellable
RET-002241,ORD-013378,B00RADH5S3,1,2025-12-12,changed mind,resellable
RET-002242,ORD-013391,VH-1113,1,2025-11-25,quality issue,damaged
RET-002243,ORD-013392,B0QRL5NZ0E,1,2025-12-09,quality issue,opened
RET-002244,ORD-013396,B00RADH5S3,1,2025-12-05,arrived damaged,damaged
RET-002245,ORD-013402,B00LHXS3KS,1,2025-12-14,arrived damaged,damaged
RET-002246,ORD-013407,B0YZNEKZT7,1,2025-11-30,not as described,resellable
RET-002247,ORD-013408,B0TBF17EBH,1,2025-12-09,changed mind,resellable
RET-002248,ORD-013411,B0TBF17EBH,1,2025-12-27,wrong item,resellable
RET-002249,ORD-013415,VH-1102,1,2025-12-02,changed mind,resellable
RET-002250,ORD-013422,VH-1053,1,2025-11-19,wrong item,damaged
RET-002251,ORD-013425,B0PFWXAFNA,3,2025-11-22,changed mind,resellable
RET-002252,ORD-013435,B0PSBKCKDF,1,2025-12-05,arrived damaged,damaged
RET-002253,ORD-013439,bamboo_grill_pan  ,1,2025-11-22,changed mind,resellable
RET-002254,ORD-013444,VH-1027,1,2025-12-16,wrong item,resellable
RET-002255,ORD-013450,B0TBF17EBH,2,2025-12-03,not as described,opened
RET-002256,ORD-013455,B0S1ZHPN2M,1,2025-11-25,no longer needed,resellable
RET-002257,ORD-013459,VH-1053,1,2025-11-27,changed mind,resellable
RET-002258,ORD-013460,B0HK5F3DG1,1,2025-11-17,arrived damaged,opened
RET-002259,ORD-013460,B0KT4D60ZK,1,2025-12-21,changed mind,resellable
RET-002260,ORD-013468,VH-1060,1,2025-11-15,wrong item,damaged
RET-002261,ORD-013473,B0TE7M6JWU,1,2025-11-24,not as described,resellable
RET-002262,ORD-013478,B04FTSGMDD,1,2025-12-13,changed mind,resellable
RET-002263,ORD-013480,B09VH9SRSS,1,2025-12-16,changed mind,opened
RET-002264,ORD-013481,B0CZC3PXCW,1,2025-11-24,no longer needed,opened
RET-002265,ORD-013488,VH-1053,1,2025-12-05,changed mind,resellable
RET-002266,ORD-013496,B0TBF17EBH,1,2025-11-17,changed mind,resellable
RET-002267,ORD-013502,ceramic dinnr set 12 piece ,1,2025-12-05,not as described,resellable
RET-002268,ORD-013503,B00RADH5S3,1,2025-12-22,arrived damaged,damaged
RET-002269,ORD-013512, melamine_muffin_tray  ,1,2025-11-23,changed mind,opened
RET-002270,ORD-013513,ceramic dinnr set 12 piece  ,1,2025-12-18,changed mind,opened
RET-002271,ORD-013517,copper_mug_set  ,1,2025-11-29,no longer needed,resellable
RET-002272,ORD-013518,B00RADH5S3,1,2025-11-22,quality issue,opened
RET-002273,ORD-013520,B0W5BH9XZQ,1,2025-11-28,arrived damaged,damaged
RET-002274,ORD-013521,B03RU2WGG5,1,2025-12-04,not as described,opened
RET-002275,ORD-013536,VH-1023,1,2025-11-21,changed mind,opened
RET-002276,ORD-013537, ceratablrunn ,1,2026-01-15,no longer needed,resellable
RET-002277,ORD-013538,B0WXUN8SX9,1,2025-12-05,no longer needed,opened
RET-002278,ORD-013547,staisteestanmixe  ,1,2025-12-05,arrived damaged,opened
RET-002279,ORD-013554,B0PLGQ0WUW,1,2025-11-14,quality issue,resellable
RET-002280,ORD-013566,B0GKVZ8140,1,2025-12-31,changed mind,resellable
RET-002281,ORD-013583, marble_placemat_set ,2,2025-12-05,quality issue,damaged
RET-002282,ORD-013592,B0JJCQQ73Q,1,2025-12-23,arrived damaged,damaged
RET-002283,ORD-013604,B0TBF17EBH,1,2025-12-31,quality issue,opened
RET-002284,ORD-013606,B0Z7JH8CX7,1,2025-11-17,not as described,opened
RET-002285,ORD-013621,B0WXUN8SX9,1,2025-12-21,changed mind,resellable
RET-002286,ORD-013625,VH-1083,1,2025-11-25,changed mind,resellable
RET-002287,ORD-013653,B0FBSP8LCU,1,2026-01-02,changed mind,resellable
RET-002288,ORD-013654,B0TRA8NLKK,1,2025-11-03,changed mind,resellable
RET-002289,ORD-013662,B00RADH5S3,1,2025-12-18,quality issue,damaged
RET-002290,ORD-013670, borosilicate-grill-pan  ,1,2025-12-03,not as described,damaged
